Final P(correct) Mean,Final P(zero) Mean,TrainingReturns Std,PolicyOutput_1 Mean,Rewards Std,Ys Max,Final P(correct) Min,Ys Std,TargetPolicyOutput_0 Max,Ys Min,Final P(zero) Max,QfOutput Min,TargetQfOutput Std,TargetQfOutput Min,PolicyOutput_0 Mean,DiscountedReturns Mean,TargetQfOutput Mean,Ys Mean,Rewards Min,TargetPolicyOutput_1 Mean,QfOutput Std,Rewards Mean,TargetPolicyOutput_0 Mean,PolicyOutput_1 Max,PolicyOutput_1 Std,TrainingReturns Mean,TargetPolicyOutput_1 Std,QfOutput Mean,Returns Std,PolicyOutput_0 Std,TargetPolicyOutput_0 Min,QfOutput Max,QfLoss,Rewards Max,AverageReturn,DiscountedReturns Std,PolicyOutput_0 Min,Final P(zero) Min,DiscountedReturns Min,TargetPolicyOutput_1 Min,Returns Mean,TargetQfOutput Max,Returns Min,Final P(correct) Max,TrainingReturns Max,Epoch,Returns Max,TrainingReturns Min,PolicyOutput_1 Min,TargetPolicyOutput_0 Std,PolicySurrogateLoss,TargetPolicyOutput_1 Max,Final P(correct) Std,PolicyOutput_0 Max,Final P(zero) Std,DiscountedReturns Max
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.46945e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,65,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.46945e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,66,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.46945e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,67,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.46945e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,68,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.46945e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,69,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,70,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,71,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,72,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,73,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,74,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,75,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,76,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,77,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,78,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,79,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,80,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,81,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,82,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-19,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,83,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,84,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,85,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,86,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,87,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,88,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,89,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,90,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,91,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,92,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,93,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,94,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,95,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,96,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,97,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,98,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,7.45058e-09,-0.0693707,0.00121632,-0.0146288871765,-0.0693707,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,0.0,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693707,-0.0146288871765,0.131433,-0.0146288871765,99,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
